,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1465,Bachelors,2012,Bangalore,1,27,Male,No,5,0
1466,Bachelors,2017,Bangalore,3,28,Female,No,5,0
1467,Bachelors,2014,Pune,3,25,Male,No,3,0
1468,Bachelors,2015,Pune,3,25,Male,No,3,0
1474,Bachelors,2012,Pune,3,25,Male,No,3,0
1476,Bachelors,2016,New Delhi,3,26,Male,No,4,0
1478,Bachelors,2014,Bangalore,3,27,Female,No,5,0
1481,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1482,Masters,2017,Pune,2,25,Female,No,3,0
1483,Bachelors,2017,New Delhi,3,28,Female,No,2,0
1484,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
1485,Bachelors,2012,Bangalore,3,24,Male,No,2,0
1488,Bachelors,2015,New Delhi,3,28,Female,No,3,0
1490,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1492,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1497,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1498,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1500,Bachelors,2016,Bangalore,3,28,Male,No,2,0
1501,Bachelors,2012,Bangalore,3,25,Female,Yes,3,0
1502,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1505,Bachelors,2014,Pune,3,27,Male,Yes,5,0
1506,Bachelors,2013,Bangalore,3,24,Male,Yes,2,0
1509,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1512,Bachelors,2015,New Delhi,3,28,Female,No,2,0
1513,Masters,2017,New Delhi,2,24,Female,No,2,0
1515,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1516,PHD,2016,New Delhi,3,24,Female,No,2,0
1517,Bachelors,2017,New Delhi,3,26,Male,No,4,0
1518,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1519,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1520,Bachelors,2017,New Delhi,3,28,Female,No,0,0
1521,PHD,2016,New Delhi,3,27,Female,No,5,0
1523,Bachelors,2014,Bangalore,3,28,Female,No,2,0
1524,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1525,Masters,2015,New Delhi,3,28,Male,No,0,0
1530,Bachelors,2013,Pune,3,25,Male,No,3,0
1533,Masters,2017,New Delhi,3,28,Male,No,0,0
1534,Bachelors,2012,Bangalore,3,28,Female,No,1,0
1536,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1537,Bachelors,2015,Bangalore,3,24,Female,No,2,0
1539,Bachelors,2017,New Delhi,3,27,Female,Yes,5,0
1540,PHD,2012,Pune,3,27,Male,No,5,0
1541,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1543,Bachelors,2015,New Delhi,3,24,Female,No,2,0
1544,Bachelors,2013,Pune,3,24,Female,No,2,0
1545,Bachelors,2016,Pune,3,24,Male,No,2,0
1551,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1552,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1553,Bachelors,2015,New Delhi,3,25,Female,No,3,0
1555,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1557,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1558,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1561,Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
1562,Bachelors,2017,Pune,3,26,Male,No,4,0
1564,Masters,2017,Pune,2,27,Male,No,5,0
1565,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1566,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1567,Bachelors,2017,New Delhi,2,25,Female,No,3,0
1569,Bachelors,2016,Pune,3,27,Male,No,5,0
1570,Bachelors,2013,Bangalore,1,24,Male,No,2,0
1571,Bachelors,2012,Bangalore,1,28,Male,No,3,0
1573,Bachelors,2016,Pune,3,24,Male,No,2,0
1574,Bachelors,2017,Bangalore,3,28,Male,No,3,0
1575,Bachelors,2017,Pune,2,28,Male,No,3,0
1577,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1579,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1580,Bachelors,2013,Pune,3,27,Male,No,5,0
1583,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1584,Bachelors,2014,Pune,3,26,Male,No,4,0
1587,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1588,Bachelors,2017,New Delhi,2,26,Male,No,4,0
1589,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1591,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1593,Masters,2015,New Delhi,3,28,Male,No,2,0
1594,Bachelors,2015,Bangalore,3,28,Male,No,5,0
1595,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1596,Bachelors,2014,Pune,3,27,Male,No,5,0
1599,Bachelors,2016,New Delhi,3,26,Female,No,4,0
1600,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1601,Bachelors,2013,New Delhi,3,27,Female,No,5,0
1602,Bachelors,2014,Bangalore,3,28,Male,No,3,0
1603,Bachelors,2017,New Delhi,3,25,Male,No,3,0
1604,Bachelors,2015,Bangalore,1,27,Male,No,5,0
1605,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1606,Bachelors,2014,Bangalore,3,24,Female,No,2,0
1607,Bachelors,2014,Pune,2,26,Male,No,4,0
1609,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1610,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
1611,Bachelors,2012,Bangalore,3,28,Male,No,1,0
1613,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1615,Bachelors,2017,Pune,3,28,Male,No,3,0
1616,Masters,2017,New Delhi,3,28,Male,No,2,0
1619,Bachelors,2014,Bangalore,3,28,Male,No,0,0
1620,Masters,2015,Pune,3,26,Female,No,4,0
1622,Bachelors,2016,New Delhi,3,28,Female,No,4,0
1623,Bachelors,2012,Pune,3,26,Male,No,4,0
1625,Masters,2017,Pune,1,28,Male,No,0,0
1626,Masters,2015,New Delhi,3,28,Female,No,2,0
1629,Bachelors,2015,Pune,3,25,Male,No,3,0
1630,Masters,2017,New Delhi,2,27,Female,No,5,0
1631,Masters,2015,Pune,2,27,Female,No,5,0
1633,Bachelors,2013,Bangalore,3,28,Female,No,1,0
1637,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1639,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1641,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1642,Bachelors,2013,New Delhi,3,26,Male,No,4,0
1643,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
1644,Masters,2017,New Delhi,2,28,Female,No,2,0
1645,Bachelors,2016,Bangalore,1,24,Male,No,2,0
1646,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1648,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1649,Bachelors,2017,New Delhi,3,27,Male,No,5,0
1652,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
1653,Bachelors,2017,New Delhi,3,26,Female,No,4,0
1654,Bachelors,2016,Pune,3,28,Male,No,3,0
1655,Bachelors,2015,New Delhi,3,26,Male,No,4,0
1659,PHD,2016,New Delhi,1,26,Male,No,4,0
1661,Bachelors,2017,Bangalore,2,28,Female,No,1,0
1662,Bachelors,2013,Bangalore,3,24,Female,No,2,0
1663,Masters,2014,New Delhi,3,25,Female,No,3,0
1664,Bachelors,2012,Pune,1,26,Male,No,4,0
1665,Bachelors,2014,Bangalore,3,28,Male,No,5,0
1667,Masters,2017,Pune,2,27,Male,No,5,0
1668,Bachelors,2016,Bangalore,3,28,Male,Yes,0,0
1669,Bachelors,2014,New Delhi,3,25,Male,No,3,0
1672,Bachelors,2015,Bangalore,3,26,Female,No,4,0
1673,Bachelors,2014,Bangalore,3,28,Male,No,4,0
1674,Bachelors,2017,New Delhi,2,28,Male,No,0,0
1675,Masters,2017,New Delhi,3,24,Female,No,2,0
1676,PHD,2017,Pune,3,27,Male,No,5,0
1677,Bachelors,2015,Bangalore,3,28,Female,No,5,0
1678,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1679,Masters,2017,Bangalore,3,25,Male,No,3,0
1680,Masters,2017,Bangalore,1,26,Male,No,4,0
1683,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1684,Bachelors,2012,Bangalore,3,25,Male,No,3,0
1688,PHD,2016,Bangalore,3,25,Male,No,3,0
1689,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1691,Bachelors,2015,New Delhi,3,27,Female,No,5,0
1692,Bachelors,2017,Pune,3,26,Male,No,4,0
1693,Bachelors,2016,Pune,3,26,Male,No,4,0
1696,Masters,2017,Pune,2,25,Male,No,3,0
1697,Masters,2014,Bangalore,3,24,Female,No,2,0
1699,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1700,Bachelors,2017,Pune,3,26,Male,No,4,0
1702,Bachelors,2017,New Delhi,3,25,Female,Yes,3,0
1703,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1704,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1705,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1706,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1708,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1710,Bachelors,2014,New Delhi,3,27,Female,No,5,0
1711,Bachelors,2017,Bangalore,3,28,Male,No,5,0
1712,Bachelors,2015,Bangalore,1,24,Female,No,2,0
1715,Masters,2017,New Delhi,2,28,Female,No,2,0
1717,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1721,Bachelors,2013,Pune,3,27,Male,No,5,0
1722,Masters,2017,Pune,2,25,Male,No,3,0
1725,Masters,2017,New Delhi,2,28,Female,No,2,0
1726,Bachelors,2014,New Delhi,3,24,Female,No,2,0
1730,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1731,Masters,2016,New Delhi,3,25,Female,No,3,0
1732,Bachelors,2012,Pune,3,24,Male,Yes,2,0
1733,Bachelors,2015,New Delhi,3,24,Female,No,2,0
1735,Masters,2017,Pune,2,27,Female,No,5,0
1737,PHD,2017,Pune,3,28,Male,No,1,0
1738,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1740,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1741,Bachelors,2016,New Delhi,3,28,Male,No,4,0
1742,Masters,2017,New Delhi,2,28,Female,No,2,0
1743,PHD,2014,New Delhi,3,24,Male,No,2,0
1744,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1745,Masters,2014,New Delhi,3,24,Male,No,2,0
1746,Bachelors,2013,New Delhi,3,24,Female,No,2,0
1748,Bachelors,2014,Pune,2,27,Male,No,5,0
1751,Masters,2017,Bangalore,2,25,Male,No,3,0
1752,Bachelors,2012,New Delhi,3,28,Male,No,5,0
1753,Bachelors,2014,Bangalore,3,28,Male,No,0,0
1754,Bachelors,2017,New Delhi,3,28,Female,No,4,0
1756,Bachelors,2017,New Delhi,2,27,Female,No,5,0
1757,PHD,2014,Bangalore,3,28,Female,No,0,0
1759,Bachelors,2017,Pune,3,28,Male,No,3,0
1760,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1762,Masters,2017,New Delhi,2,25,Male,No,3,0
1763,Bachelors,2014,Pune,3,24,Male,No,2,0
1765,Bachelors,2015,Pune,3,28,Male,No,2,0
1767,Bachelors,2017,New Delhi,2,27,Female,No,5,0
1769,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1770,Bachelors,2017,Bangalore,3,27,Female,Yes,5,0
1772,Masters,2017,Bangalore,2,26,Female,No,4,0
1773,Bachelors,2013,Pune,3,26,Male,No,4,0
1774,Masters,2014,New Delhi,1,25,Female,No,3,0
1775,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1776,Bachelors,2016,Bangalore,3,25,Male,No,3,0
1777,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1778,Bachelors,2015,Bangalore,3,28,Female,No,5,0
1781,Bachelors,2014,Bangalore,1,25,Male,No,3,0
1782,Bachelors,2014,Pune,3,26,Male,No,4,0
1783,Bachelors,2013,Pune,3,28,Male,No,0,0
1784,Bachelors,2015,Bangalore,3,27,Male,Yes,5,0
1787,Masters,2013,New Delhi,3,28,Female,No,2,0
1789,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1790,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1791,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1792,Bachelors,2013,New Delhi,3,26,Female,No,4,0
1793,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1794,Bachelors,2013,Bangalore,3,26,Female,No,4,0
1795,Masters,2017,New Delhi,2,28,Female,No,3,0
1796,Bachelors,2017,New Delhi,2,26,Male,No,4,0
1798,Masters,2015,Bangalore,3,27,Female,No,5,0
1800,Bachelors,2016,Bangalore,3,27,Male,No,5,0
1801,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1802,Bachelors,2014,Bangalore,3,25,Female,No,3,0
1803,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1804,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1805,Bachelors,2014,New Delhi,3,26,Male,No,4,0
1806,Bachelors,2014,Bangalore,3,28,Male,No,3,0
1807,Bachelors,2012,Pune,3,25,Male,No,3,0
1809,Bachelors,2016,New Delhi,3,26,Male,No,4,0
1810,Bachelors,2012,New Delhi,3,24,Female,No,2,0
1812,Bachelors,2017,New Delhi,2,24,Male,No,2,0
1813,Bachelors,2015,New Delhi,3,25,Male,No,3,0
1814,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1815,Bachelors,2015,Bangalore,3,27,Male,No,5,0
1817,Bachelors,2017,Bangalore,3,24,Female,No,2,0
1818,Masters,2017,New Delhi,2,26,Female,No,4,0
1820,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
1821,Masters,2017,Bangalore,2,24,Female,No,2,0
1822,Bachelors,2017,Bangalore,3,27,Male,Yes,5,0
1824,Masters,2017,New Delhi,1,24,Female,No,2,0
1825,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1826,Bachelors,2013,Pune,3,26,Male,No,4,0
1827,Bachelors,2014,Pune,3,28,Male,No,0,0
1828,Masters,2013,New Delhi,3,28,Male,No,1,0
1829,Masters,2017,Pune,2,27,Female,No,5,0
1830,Bachelors,2017,Pune,3,28,Male,No,1,0
1831,Bachelors,2016,New Delhi,3,26,Female,No,4,0
1833,Bachelors,2014,Pune,3,26,Male,No,4,0
1834,Bachelors,2013,Pune,3,25,Male,No,3,0
1835,Masters,2017,Pune,3,25,Male,No,3,0
1837,Bachelors,2017,New Delhi,3,24,Female,No,2,0
1838,PHD,2014,Pune,3,24,Male,No,2,0
1839,PHD,2017,Bangalore,3,24,Female,No,2,0
1842,PHD,2016,New Delhi,3,27,Female,No,5,0
1844,Bachelors,2014,Pune,3,26,Male,No,4,0
1845,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1846,Bachelors,2012,Bangalore,3,27,Female,No,5,0
1847,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
1848,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1853,Bachelors,2014,Pune,3,27,Male,Yes,5,0
1854,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
1855,Bachelors,2015,New Delhi,3,25,Female,No,3,0
1856,Masters,2017,Bangalore,3,26,Female,No,4,0
1859,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1860,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1861,Bachelors,2013,Bangalore,3,28,Female,No,3,0
1862,Bachelors,2015,Pune,3,24,Male,No,2,0
1863,Bachelors,2012,Bangalore,3,26,Male,No,4,0
1864,Bachelors,2014,New Delhi,3,25,Female,No,3,0
1865,Masters,2017,New Delhi,1,26,Male,No,4,0
1866,Bachelors,2016,Bangalore,3,25,Female,No,3,0
1867,Bachelors,2013,Pune,2,26,Male,Yes,4,0
1868,Bachelors,2018,Pune,1,26,Male,Yes,4,0
1869,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1870,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1871,Bachelors,2014,Bangalore,3,24,Female,No,2,0
1872,PHD,2017,New Delhi,3,28,Male,No,3,0
1874,Bachelors,2015,Bangalore,3,25,Female,No,3,0
1875,Bachelors,2015,Pune,3,26,Male,No,4,0
1879,Bachelors,2013,Bangalore,3,24,Female,No,2,0
1880,Bachelors,2017,Bangalore,3,26,Female,No,4,0
1881,Masters,2017,New Delhi,3,26,Male,No,4,0
1882,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1883,Bachelors,2015,Pune,3,28,Male,No,2,0
1884,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1885,Bachelors,2012,Bangalore,3,24,Male,Yes,2,0
1886,Masters,2015,Pune,2,28,Female,No,0,0
1887,Bachelors,2017,Pune,3,26,Male,Yes,4,0
1890,Bachelors,2013,Bangalore,1,27,Female,No,5,0
1891,Bachelors,2016,Bangalore,3,27,Female,No,5,0
1892,Bachelors,2013,Pune,3,28,Male,No,1,0
1893,Bachelors,2017,Pune,3,28,Male,No,2,0
1894,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1895,Bachelors,2015,Bangalore,3,25,Female,No,3,0
1897,Bachelors,2014,New Delhi,3,28,Male,No,1,0
1898,Bachelors,2017,New Delhi,2,28,Female,No,2,0
1900,PHD,2014,New Delhi,3,25,Male,No,3,0
1901,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1902,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1904,Bachelors,2014,Pune,3,25,Male,No,3,0
1905,Bachelors,2017,New Delhi,3,25,Female,No,3,0
1907,Bachelors,2015,New Delhi,3,28,Female,No,2,0
1909,Bachelors,2015,Pune,3,26,Male,No,4,0
1911,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1913,Masters,2017,New Delhi,2,25,Female,No,3,0
1914,Bachelors,2012,New Delhi,3,25,Female,No,3,0
1915,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1916,Bachelors,2017,New Delhi,3,27,Male,No,5,0
1918,Bachelors,2016,Pune,3,27,Female,No,5,0
1919,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1924,Bachelors,2012,Bangalore,3,24,Female,No,2,0
1925,Masters,2017,Pune,2,27,Female,No,5,0
1926,Bachelors,2015,New Delhi,3,24,Male,No,2,0
1927,Bachelors,2013,New Delhi,3,28,Female,Yes,2,0
1928,Bachelors,2016,New Delhi,3,28,Male,No,0,0
1929,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1931,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1932,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1934,Bachelors,2017,Bangalore,3,26,Male,Yes,4,0
1935,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1936,Bachelors,2012,Bangalore,3,26,Male,Yes,4,0
1937,Masters,2017,Bangalore,2,27,Male,No,5,0
1938,Bachelors,2016,Bangalore,3,25,Female,No,3,0
1939,Masters,2013,Pune,3,25,Male,No,3,0
1941,Bachelors,2014,Bangalore,3,28,Female,No,1,0
1942,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1944,Bachelors,2017,New Delhi,3,25,Male,No,3,0
1945,Bachelors,2015,Bangalore,3,24,Male,No,2,0
1947,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1950,Bachelors,2017,New Delhi,2,26,Male,No,4,0
1951,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1952,PHD,2017,New Delhi,3,24,Male,No,2,0
1956,Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
1957,Bachelors,2013,Bangalore,3,26,Male,No,4,0
1958,Masters,2017,New Delhi,1,27,Male,No,5,0
1960,Bachelors,2014,Bangalore,3,24,Male,No,2,0
1961,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1962,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1964,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1965,Masters,2017,New Delhi,2,28,Male,No,3,0
1970,Masters,2012,New Delhi,3,27,Female,No,5,0
1971,Masters,2014,New Delhi,3,26,Male,No,4,0
1972,Bachelors,2017,Bangalore,3,28,Male,No,5,0
1973,Bachelors,2017,Pune,3,28,Female,No,1,0
1974,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1975,Bachelors,2016,New Delhi,3,24,Male,Yes,2,0
1977,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1981,Bachelors,2017,Bangalore,1,24,Male,No,2,0
1982,Bachelors,2017,New Delhi,2,25,Male,No,3,0
1983,Masters,2015,Pune,2,28,Female,No,0,0
1985,Bachelors,2014,Bangalore,3,25,Male,No,3,0
1986,Bachelors,2017,Pune,3,27,Male,Yes,5,0
1987,Bachelors,2017,Bangalore,3,28,Male,No,2,0
1988,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1989,Bachelors,2014,New Delhi,3,28,Female,No,3,0
1991,Bachelors,2012,Bangalore,3,29,Male,No,1,0
1992,Bachelors,2017,Pune,2,26,Male,No,4,0
1994,Bachelors,2016,Pune,3,26,Male,No,4,0
1995,Masters,2017,New Delhi,3,26,Female,No,4,0
1996,Bachelors,2013,Pune,3,26,Male,No,4,0
1997,Bachelors,2017,Bangalore,3,28,Male,No,1,0
1998,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2000,Bachelors,2017,New Delhi,3,28,Female,No,1,0
2001,Bachelors,2016,New Delhi,3,27,Female,Yes,5,0
2003,Bachelors,2014,Bangalore,3,29,Male,Yes,2,0
2006,Masters,2017,New Delhi,3,28,Male,No,2,0
2007,Bachelors,2017,Pune,3,26,Male,No,4,0
2010,Bachelors,2014,Pune,3,30,Male,No,2,0
2012,Masters,2017,Pune,2,26,Female,No,4,0
2013,Masters,2015,New Delhi,3,28,Female,No,2,0
2016,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2017,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2021,Masters,2015,Pune,3,30,Female,No,2,0
2024,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2025,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
2027,Masters,2017,Pune,2,30,Female,No,2,0
2030,Bachelors,2015,Bangalore,3,30,Male,No,2,0
2033,Bachelors,2014,Bangalore,3,30,Male,No,2,0
2034,Bachelors,2014,Bangalore,3,26,Female,No,4,0
2035,Masters,2013,New Delhi,3,26,Male,No,4,0
2038,Bachelors,2014,Bangalore,3,29,Male,No,1,0
2041,Masters,2017,New Delhi,2,29,Female,No,2,0
2042,Masters,2017,Bangalore,3,26,Female,No,4,0
2043,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2045,Bachelors,2014,New Delhi,3,28,Female,No,2,0
2047,Bachelors,2016,New Delhi,3,28,Female,No,2,0
2049,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2050,Bachelors,2017,Pune,3,28,Male,No,2,0
2054,PHD,2016,Bangalore,3,29,Female,No,1,0
2056,Bachelors,2014,Bangalore,3,28,Female,No,2,0
2057,Masters,2017,New Delhi,2,30,Male,No,2,0
2058,Bachelors,2012,Bangalore,3,30,Male,No,1,0
2059,Masters,2017,New Delhi,2,30,Male,No,2,0
2060,Bachelors,2017,New Delhi,3,26,Male,No,4,0
2061,Bachelors,2017,Bangalore,3,28,Female,No,2,0
2062,Masters,2013,New Delhi,3,26,Female,No,4,0
2063,PHD,2015,New Delhi,1,29,Male,No,2,0
2065,Bachelors,2016,Pune,3,30,Male,No,1,0
2068,Bachelors,2016,Bangalore,3,30,Male,No,2,0
2069,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2070,PHD,2015,New Delhi,2,29,Female,Yes,1,0
2071,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2073,Masters,2017,Pune,2,29,Female,No,2,0
2074,Masters,2016,Bangalore,3,29,Female,No,2,0
2076,Bachelors,2017,Bangalore,3,28,Male,No,2,0
2077,Bachelors,2017,Bangalore,3,27,Female,No,5,0
2078,Bachelors,2012,New Delhi,3,29,Male,No,1,0
2079,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2082,Bachelors,2015,Bangalore,1,27,Male,No,5,0
2083,Bachelors,2016,Bangalore,3,30,Male,No,1,0
2084,Bachelors,2013,New Delhi,3,30,Female,No,1,0
2086,Masters,2017,Pune,2,29,Male,No,2,0
2087,Bachelors,2016,New Delhi,3,29,Female,No,1,0
2089,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2090,Bachelors,2015,New Delhi,3,28,Female,Yes,1,0
2092,Bachelors,2016,Bangalore,3,27,Female,Yes,5,0
2096,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2098,Bachelors,2014,New Delhi,3,30,Male,No,1,0
2100,Bachelors,2016,Bangalore,3,27,Male,No,5,0
2101,PHD,2017,Pune,3,28,Male,No,1,0
2102,Bachelors,2015,New Delhi,3,30,Female,No,2,0
2103,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2104,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2107,Masters,2017,Pune,2,30,Male,No,2,0
2108,Bachelors,2012,Bangalore,3,30,Male,No,2,0
2109,Masters,2017,New Delhi,2,26,Male,No,4,0
2110,Bachelors,2014,Pune,2,26,Male,No,4,0
2113,Bachelors,2013,Bangalore,3,28,Female,No,1,0
2114,Masters,2016,Bangalore,3,29,Male,No,1,0
2115,Masters,2016,New Delhi,3,26,Female,No,4,0
2116,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2117,Bachelors,2016,Pune,3,26,Male,No,4,0
2120,Masters,2017,Pune,2,27,Male,No,5,0
2121,Masters,2015,Pune,2,29,Female,No,2,0
2122,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2125,Masters,2017,Pune,2,29,Female,No,1,0
2127,Masters,2012,New Delhi,1,29,Female,No,1,0
2128,Bachelors,2015,Bangalore,3,30,Female,No,2,0
2130,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2131,Bachelors,2013,Bangalore,1,30,Male,No,1,0
2132,Masters,2017,New Delhi,3,30,Male,Yes,2,0
2136,Masters,2015,New Delhi,2,26,Female,No,4,0
2138,PHD,2013,New Delhi,3,27,Female,Yes,5,0
2140,Bachelors,2013,New Delhi,3,29,Female,No,1,0
2141,Masters,2017,Pune,3,29,Male,No,2,0
2142,Bachelors,2016,Pune,3,28,Male,No,2,0
2143,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2144,Bachelors,2013,Bangalore,3,29,Male,No,1,0
2145,Bachelors,2016,Pune,3,29,Male,No,2,0
2146,Masters,2016,New Delhi,3,26,Male,No,4,0
2148,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2149,Bachelors,2013,Bangalore,3,27,Female,No,5,0
2150,Bachelors,2016,Bangalore,3,29,Male,No,2,0
2151,Bachelors,2016,Bangalore,3,29,Male,No,1,0
2152,Masters,2014,New Delhi,3,29,Male,No,1,0
2153,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2154,Bachelors,2012,Bangalore,1,27,Female,No,5,0
2155,Bachelors,2015,New Delhi,3,26,Female,No,4,0
2160,Bachelors,2015,Pune,3,29,Male,No,2,0
2161,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2164,Bachelors,2016,Bangalore,3,30,Male,Yes,1,0
2166,Bachelors,2014,Pune,3,29,Male,No,2,0
2167,Bachelors,2015,Bangalore,3,29,Male,No,1,0
2168,Bachelors,2013,Pune,3,30,Male,No,2,0
2169,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
2171,Bachelors,2017,Bangalore,3,30,Male,No,1,0
2172,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2173,Masters,2017,New Delhi,2,27,Male,No,5,0
2176,Masters,2016,New Delhi,3,28,Female,No,2,0
2177,Bachelors,2016,Bangalore,3,26,Male,No,4,0
